E_minus_Ef_eV,totalDOS,pdos_Mg
-1.840,0.00000,0.00000
-1.820,0.00000,0.00000
-1.800,0.00000,0.00000
-1.780,0.00000,0.00000
-1.760,0.00000,0.00000
-1.740,0.00000,0.00000
-1.720,0.00000,0.00000
-1.700,0.00000,0.00000
-1.680,0.00000,0.00000
-1.660,0.00000,0.00000
-1.640,0.00000,0.00000
-1.620,0.00000,0.00000
-1.600,0.00000,0.00000
-1.580,0.00000,0.00000
-1.560,0.00000,0.00000
-1.540,0.00000,0.00000
-1.520,0.00000,0.00000
-1.500,0.00000,0.00000
-1.480,0.00000,0.00000
-1.460,0.00000,0.00000
-1.440,0.00000,0.00000
-1.420,0.00000,0.00000
-1.400,0.00000,0.00000
-1.380,0.00000,0.00000
-1.360,0.00000,0.00000
-1.340,0.00000,0.00000
-1.320,0.00000,0.00000
-1.300,0.00000,0.00000
-1.280,0.00000,0.00000
-1.260,0.00000,0.00000
-1.240,0.00000,0.00000
-1.220,0.00000,0.00000
-1.200,0.00000,0.00000
-1.180,0.00000,0.00000
-1.160,0.00000,0.00000
-1.140,0.00000,0.00000
-1.120,0.00000,0.00000
-1.100,0.00000,0.00000
-1.080,0.00000,0.00000
-1.060,0.00000,0.00000
-1.040,0.00000,0.00000
-1.020,0.00000,0.00000
-1.000,0.00000,0.00000
-0.980,0.00000,0.00000
-0.960,0.00000,0.00000
-0.940,0.00000,0.00000
-0.920,0.00000,0.00000
-0.900,0.00000,0.00000
-0.880,0.00000,0.00000
-0.860,0.00000,0.00000
-0.840,0.00000,0.00000
-0.820,0.00000,0.00000
-0.800,0.00000,0.00000
-0.780,0.00000,0.00000
-0.760,0.00000,0.00000
-0.740,0.00000,0.00000
-0.720,0.00001,0.00001
-0.700,0.00003,0.00003
-0.680,0.00007,0.00007
-0.660,0.00017,0.00017
-0.640,0.00041,0.00041
-0.620,0.00095,0.00095
-0.600,0.00211,0.00211
-0.580,0.00451,0.00451
-0.560,0.00923,0.00923
-0.540,0.01815,0.01815
-0.520,0.03432,0.03432
-0.500,0.06234,0.06234
-0.480,0.10878,0.10878
-0.460,0.18239,0.18239
-0.440,0.29382,0.29382
-0.420,0.45477,0.45477
-0.400,0.67627,0.67627
-0.380,0.96623,0.96623
-0.360,1.32638,1.32638
-0.340,1.74939,1.74939
-0.320,2.21682,2.21682
-0.300,2.69901,2.69901
-0.280,3.15723,3.15723
-0.260,3.54846,3.54846
-0.240,3.83184,3.83184
-0.220,3.97572,3.97572
-0.200,3.96353,3.96353
-0.180,3.79705,3.79705
-0.160,3.49623,3.49623
-0.140,3.09571,3.09571
-0.120,2.63892,2.63892
-0.100,2.17143,2.17143
-0.080,1.73511,1.73511
-0.060,1.36418,1.36418
-0.040,1.08361,1.08361
-0.020,0.90951,0.90951
-0.000,0.85057,0.85057
0.020,0.90951,0.90951
0.040,1.08361,1.08361
0.060,1.36418,1.36418
0.080,1.73511,1.73511
0.100,2.17143,2.17143
0.120,2.63892,2.63892
0.140,3.09571,3.09571
0.160,3.49623,3.49623
0.180,3.79705,3.79705
0.200,3.96353,3.96353
0.220,3.97572,3.97572
0.240,3.83184,3.83184
0.260,3.54846,3.54846
0.280,3.15723,3.15723
0.300,2.69901,2.69901
0.320,2.21682,2.21682
0.340,1.74939,1.74939
0.360,1.32638,1.32638
0.380,0.96623,0.96623
0.400,0.67627,0.67627
0.420,0.45477,0.45477
0.440,0.29382,0.29382
0.460,0.18239,0.18239
0.480,0.10878,0.10878
0.500,0.06234,0.06234
0.520,0.03432,0.03432
0.540,0.01815,0.01815
0.560,0.00923,0.00923
0.580,0.00451,0.00451
0.600,0.00211,0.00211
0.620,0.00095,0.00095
0.640,0.00041,0.00041
0.660,0.00017,0.00017
0.680,0.00007,0.00007
0.700,0.00003,0.00003
0.720,0.00001,0.00001
0.740,0.00000,0.00000
0.760,0.00000,0.00000
0.780,0.00000,0.00000
0.800,0.00000,0.00000
0.820,0.00000,0.00000
0.840,0.00000,0.00000
0.860,0.00000,0.00000
0.880,0.00000,0.00000
0.900,0.00000,0.00000
0.920,0.00000,0.00000
0.940,0.00000,0.00000
0.960,0.00000,0.00000
0.980,0.00000,0.00000
1.000,0.00000,0.00000
1.020,0.00000,0.00000
1.040,0.00000,0.00000
1.060,0.00000,0.00000
1.080,0.00000,0.00000
1.100,0.00000,0.00000
1.120,0.00000,0.00000
1.140,0.00000,0.00000
1.160,0.00000,0.00000
1.180,0.00000,0.00000
1.200,0.00000,0.00000
1.220,0.00000,0.00000
1.240,0.00000,0.00000
1.260,0.00000,0.00000
1.280,0.00000,0.00000
1.300,0.00000,0.00000
1.320,0.00000,0.00000
1.340,0.00000,0.00000
1.360,0.00000,0.00000
1.380,0.00000,0.00000
1.400,0.00000,0.00000
1.420,0.00000,0.00000
1.440,0.00000,0.00000
1.460,0.00000,0.00000
1.480,0.00000,0.00000
1.500,0.00000,0.00000
1.520,0.00000,0.00000
1.540,0.00000,0.00000
1.560,0.00000,0.00000
1.580,0.00000,0.00000
1.600,0.00000,0.00000
1.620,0.00000,0.00000
1.640,0.00000,0.00000
1.660,0.00000,0.00000
1.680,0.00000,0.00000
1.700,0.00000,0.00000
1.720,0.00000,0.00000
1.740,0.00000,0.00000
1.760,0.00000,0.00000
1.780,0.00000,0.00000
1.800,0.00000,0.00000
1.820,0.00000,0.00000
1.840,0.00000,0.00000
1.860,0.00000,0.00000
1.880,0.00000,0.00000
1.900,0.00000,0.00000
1.920,0.00000,0.00000
1.940,0.00000,0.00000
1.960,0.00000,0.00000
1.980,0.00000,0.00000
2.000,0.00000,0.00000
2.020,0.00000,0.00000
2.040,0.00000,0.00000
2.060,0.00000,0.00000
2.080,0.00000,0.00000
2.100,0.00000,0.00000
2.120,0.00000,0.00000
2.140,0.00000,0.00000
2.160,0.00000,0.00000
2.180,0.00000,0.00000
2.200,0.00000,0.00000
2.220,0.00000,0.00000
2.240,0.00000,0.00000
2.260,0.00000,0.00000
2.280,0.00000,0.00000
2.300,0.00000,0.00000
2.320,0.00000,0.00000
2.340,0.00000,0.00000
2.360,0.00000,0.00000
2.380,0.00000,0.00000
2.400,0.00000,0.00000
2.420,0.00000,0.00000
2.440,0.00000,0.00000
2.460,0.00000,0.00000
2.480,0.00000,0.00000
2.500,0.00000,0.00000
2.520,0.00000,0.00000
2.540,0.00000,0.00000
2.560,0.00000,0.00000
2.580,0.00000,0.00000
2.600,0.00000,0.00000
2.620,0.00000,0.00000
2.640,0.00000,0.00000
2.660,0.00000,0.00000
2.680,0.00000,0.00000
2.700,0.00000,0.00000
2.720,0.00000,0.00000
2.740,0.00000,0.00000
2.760,0.00000,0.00000
2.780,0.00000,0.00000
2.800,0.00000,0.00000
2.820,0.00000,0.00000
2.840,0.00000,0.00000
2.860,0.00000,0.00000
2.880,0.00000,0.00000
2.900,0.00000,0.00000
2.920,0.00000,0.00000
2.940,0.00000,0.00000
2.960,0.00000,0.00000
2.980,0.00000,0.00000
3.000,0.00000,0.00000
3.020,0.00000,0.00000
3.040,0.00000,0.00000
3.060,0.00000,0.00000
3.080,0.00000,0.00000
3.100,0.00000,0.00000
3.120,0.00000,0.00000
3.140,0.00000,0.00000
3.160,0.00000,0.00000
3.180,0.00000,0.00000
3.200,0.00000,0.00000
3.220,0.00000,0.00000
3.240,0.00000,0.00000
3.260,0.00000,0.00000
3.280,0.00000,0.00000
3.300,0.00000,0.00000
3.320,0.00000,0.00000
3.340,0.00000,0.00000
3.360,0.00000,0.00000
3.380,0.00000,0.00000
3.400,0.00000,0.00000
3.420,0.00000,0.00000
3.440,0.00000,0.00000
3.460,0.00000,0.00000
3.480,0.00000,0.00000
3.500,0.00000,0.00000
3.520,0.00000,0.00000
3.540,0.00000,0.00000
3.560,0.00000,0.00000
3.580,0.00000,0.00000
3.600,0.00000,0.00000
3.620,0.00000,0.00000
3.640,0.00000,0.00000
3.660,0.00000,0.00000
3.680,0.00000,0.00000
3.700,0.00000,0.00000
3.720,0.00000,0.00000
3.740,0.00000,0.00000
3.760,0.00000,0.00000
3.780,0.00000,0.00000
3.800,0.00000,0.00000
3.820,0.00000,0.00000
3.840,0.00000,0.00000
3.860,0.00000,0.00000
3.880,0.00000,0.00000
3.900,0.00000,0.00000
3.920,0.00000,0.00000
3.940,0.00000,0.00000
3.960,0.00000,0.00000
3.980,0.00000,0.00000
4.000,0.00000,0.00000
4.020,0.00000,0.00000
4.040,0.00000,0.00000
4.060,0.00000,0.00000
4.080,0.00000,0.00000
4.100,0.00000,0.00000
4.120,0.00000,0.00000
4.140,0.00000,0.00000
4.160,0.00000,0.00000
4.180,0.00000,0.00000
4.200,0.00000,0.00000
4.220,0.00000,0.00000
4.240,0.00000,0.00000
4.260,0.00000,0.00000
4.280,0.00000,0.00000
4.300,0.00000,0.00000
4.320,0.00000,0.00000
4.340,0.00000,0.00000
4.360,0.00000,0.00000
4.380,0.00000,0.00000
4.400,0.00000,0.00000
4.420,0.00000,0.00000
4.440,0.00000,0.00000
4.460,0.00000,0.00000
4.480,0.00000,0.00000
4.500,0.00000,0.00000
4.520,0.00000,0.00000
4.540,0.00000,0.00000
4.560,0.00000,0.00000
4.580,0.00000,0.00000
4.600,0.00000,0.00000
4.620,0.00000,0.00000
4.640,0.00000,0.00000
4.660,0.00000,0.00000
4.680,0.00000,0.00000
4.700,0.00000,0.00000
4.720,0.00000,0.00000
4.740,0.00000,0.00000
4.760,0.00000,0.00000
4.780,0.00000,0.00000
4.800,0.00000,0.00000
4.820,0.00000,0.00000
4.840,0.00000,0.00000
4.860,0.00000,0.00000
4.880,0.00000,0.00000
4.900,0.00000,0.00000
4.920,0.00000,0.00000
4.940,0.00000,0.00000
4.960,0.00000,0.00000
4.980,0.00000,0.00000
5.000,0.00000,0.00000
5.020,0.00000,0.00000
5.040,0.00000,0.00000
5.060,0.00000,0.00000
5.080,0.00000,0.00000
5.100,0.00000,0.00000
5.120,0.00000,0.00000
5.140,0.00000,0.00000
5.160,0.00000,0.00000
5.180,0.00000,0.00000
5.200,0.00000,0.00000
5.220,0.00000,0.00000
5.240,0.00000,0.00000
5.260,0.00000,0.00000
5.280,0.00000,0.00000
5.300,0.00000,0.00000
5.320,0.00000,0.00000
5.340,0.00000,0.00000
5.360,0.00000,0.00000
5.380,0.00000,0.00000
5.400,0.00000,0.00000
5.420,0.00000,0.00000
5.440,0.00000,0.00000
5.460,0.00000,0.00000
5.480,0.00000,0.00000
5.500,0.00000,0.00000
5.520,0.00000,0.00000
5.540,0.00000,0.00000
5.560,0.00000,0.00000
5.580,0.00000,0.00000
5.600,0.00000,0.00000
5.620,0.00000,0.00000
5.640,0.00000,0.00000
5.660,0.00000,0.00000
5.680,0.00000,0.00000
5.700,0.00000,0.00000
5.720,0.00000,0.00000
5.740,0.00000,0.00000
5.760,0.00000,0.00000
5.780,0.00000,0.00000
5.800,0.00000,0.00000
5.820,0.00000,0.00000
5.840,0.00000,0.00000
5.860,0.00000,0.00000
5.880,0.00000,0.00000
5.900,0.00000,0.00000
5.920,0.00000,0.00000
5.940,0.00000,0.00000
5.960,0.00000,0.00000
5.980,0.00000,0.00000
6.000,0.00000,0.00000
6.020,0.00000,0.00000
6.040,0.00000,0.00000
6.060,0.00000,0.00000
6.080,0.00000,0.00000
6.100,0.00000,0.00000
6.120,0.00000,0.00000
6.140,0.00000,0.00000
6.160,0.00000,0.00000
6.180,0.00000,0.00000
6.200,0.00000,0.00000
6.220,0.00000,0.00000
6.240,0.00000,0.00000
6.260,0.00000,0.00000
6.280,0.00000,0.00000
6.300,0.00000,0.00000
6.320,0.00000,0.00000
6.340,0.00000,0.00000
6.360,0.00000,0.00000
6.380,0.00000,0.00000
6.400,0.00000,0.00000
6.420,0.00000,0.00000
6.440,0.00000,0.00000
6.460,0.00000,0.00000
6.480,0.00000,0.00000
6.500,0.00000,0.00000
6.520,0.00000,0.00000
6.540,0.00000,0.00000
6.560,0.00000,0.00000
6.580,0.00000,0.00000
6.600,0.00000,0.00000
6.620,0.00000,0.00000
6.640,0.00000,0.00000
6.660,0.00000,0.00000
6.680,0.00000,0.00000
6.700,0.00000,0.00000
6.720,0.00000,0.00000
6.740,0.00000,0.00000
6.760,0.00000,0.00000
6.780,0.00000,0.00000
6.800,0.00000,0.00000
6.820,0.00000,0.00000
6.840,0.00000,0.00000
6.860,0.00000,0.00000
6.880,0.00000,0.00000
6.900,0.00000,0.00000
6.920,0.00000,0.00000
6.940,0.00000,0.00000
6.960,0.00000,0.00000
6.980,0.00000,0.00000
7.000,0.00000,0.00000
7.020,0.00000,0.00000
7.040,0.00000,0.00000
7.060,0.00000,0.00000
7.080,0.00000,0.00000
7.100,0.00000,0.00000
7.120,0.00000,0.00000
7.140,0.00000,0.00000
7.160,0.00000,0.00000
7.180,0.00000,0.00000
7.200,0.00000,0.00000
7.220,0.00000,0.00000
7.240,0.00000,0.00000
7.260,0.00000,0.00000
7.280,0.00000,0.00000
7.300,0.00000,0.00000
7.320,0.00000,0.00000
7.340,0.00000,0.00000
7.360,0.00000,0.00000
7.380,0.00000,0.00000
7.400,0.00000,0.00000
7.420,0.00000,0.00000
7.440,0.00000,0.00000
7.460,0.00000,0.00000
7.480,0.00000,0.00000
7.500,0.00000,0.00000
7.520,0.00000,0.00000
7.540,0.00000,0.00000
7.560,0.00000,0.00000
7.580,0.00000,0.00000
7.600,0.00000,0.00000
7.620,0.00000,0.00000
7.640,0.00000,0.00000
7.660,0.00000,0.00000
7.680,0.00000,0.00000
7.700,0.00000,0.00000
7.720,0.00000,0.00000
7.740,0.00000,0.00000
7.760,0.00000,0.00000
7.780,0.00000,0.00000
7.800,0.00000,0.00000
7.820,0.00000,0.00000
7.840,0.00000,0.00000
7.860,0.00000,0.00000
7.880,0.00000,0.00000
7.900,0.00000,0.00000
7.920,0.00000,0.00000
7.940,0.00000,0.00000
7.960,0.00000,0.00000
7.980,0.00000,0.00000
8.000,0.00000,0.00000
8.020,0.00000,0.00000
8.040,0.00000,0.00000
8.060,0.00000,0.00000
8.080,0.00000,0.00000
8.100,0.00000,0.00000
8.120,0.00000,0.00000
8.140,0.00000,0.00000
8.160,0.00000,0.00000
8.180,0.00000,0.00000
8.200,0.00000,0.00000
8.220,0.00000,0.00000
8.240,0.00000,0.00000
8.260,0.00000,0.00000
8.280,0.00000,0.00000
8.300,0.00000,0.00000
8.320,0.00000,0.00000
8.340,0.00000,0.00000
8.360,0.00000,0.00000
8.380,0.00000,0.00000
8.400,0.00000,0.00000
8.420,0.00000,0.00000
8.440,0.00000,0.00000
8.460,0.00000,0.00000
8.480,0.00000,0.00000
8.500,0.00000,0.00000
8.520,0.00000,0.00000
8.540,0.00000,0.00000
8.560,0.00000,0.00000
8.580,0.00000,0.00000
8.600,0.00000,0.00000
8.620,0.00000,0.00000
8.640,0.00000,0.00000
8.660,0.00000,0.00000
8.680,0.00000,0.00000
8.700,0.00000,0.00000
8.720,0.00000,0.00000
8.740,0.00000,0.00000
8.760,0.00000,0.00000
8.780,0.00000,0.00000
8.800,0.00000,0.00000
8.820,0.00000,0.00000
8.840,0.00000,0.00000
8.860,0.00000,0.00000
8.880,0.00000,0.00000
8.900,0.00000,0.00000
8.920,0.00000,0.00000
8.940,0.00000,0.00000
8.960,0.00000,0.00000
8.980,0.00000,0.00000
9.000,0.00000,0.00000
9.020,0.00000,0.00000
9.040,0.00000,0.00000
9.060,0.00000,0.00000
9.080,0.00000,0.00000
9.100,0.00000,0.00000
9.120,0.00000,0.00000
9.140,0.00000,0.00000
9.160,0.00000,0.00000
9.180,0.00000,0.00000
9.200,0.00000,0.00000
9.220,0.00000,0.00000
9.240,0.00000,0.00000
9.260,0.00000,0.00000
9.280,0.00000,0.00000
9.300,0.00000,0.00000
9.320,0.00000,0.00000
9.340,0.00000,0.00000
9.360,0.00000,0.00000
9.380,0.00000,0.00000
9.400,0.00000,0.00000
9.420,0.00000,0.00000
9.440,0.00000,0.00000
9.460,0.00000,0.00000
9.480,0.00000,0.00000
9.500,0.00000,0.00000
9.520,0.00000,0.00000
9.540,0.00000,0.00000
9.560,0.00000,0.00000
9.580,0.00000,0.00000
9.600,0.00000,0.00000
9.620,0.00000,0.00000
9.640,0.00000,0.00000
9.660,0.00000,0.00000
9.680,0.00000,0.00000
9.700,0.00000,0.00000
9.720,0.00000,0.00000
9.740,0.00000,0.00000
9.760,0.00000,0.00000
9.780,0.00000,0.00000
9.800,0.00000,0.00000
9.820,0.00000,0.00000
9.840,0.00000,0.00000
9.860,0.00000,0.00000
9.880,0.00000,0.00000
9.900,0.00000,0.00000
9.920,0.00000,0.00000
9.940,0.00000,0.00000
9.960,0.00000,0.00000
9.980,0.00000,0.00000
10.000,0.00000,0.00000
10.020,0.00000,0.00000
10.040,0.00000,0.00000
10.060,0.00000,0.00000
10.080,0.00000,0.00000
10.100,0.00000,0.00000
10.120,0.00000,0.00000
10.140,0.00000,0.00000
10.160,0.00000,0.00000
10.180,0.00000,0.00000
10.200,0.00000,0.00000
10.220,0.00000,0.00000
10.240,0.00000,0.00000
10.260,0.00000,0.00000
10.280,0.00000,0.00000
10.300,0.00000,0.00000
10.320,0.00000,0.00000
10.340,0.00000,0.00000
10.360,0.00000,0.00000
10.380,0.00000,0.00000
10.400,0.00000,0.00000
10.420,0.00000,0.00000
10.440,0.00000,0.00000
10.460,0.00000,0.00000
10.480,0.00000,0.00000
10.500,0.00000,0.00000
10.520,0.00000,0.00000
10.540,0.00000,0.00000
10.560,0.00000,0.00000
10.580,0.00000,0.00000
10.600,0.00000,0.00000
10.620,0.00000,0.00000
10.640,0.00000,0.00000
10.660,0.00000,0.00000
10.680,0.00000,0.00000
10.700,0.00000,0.00000
10.720,0.00000,0.00000
10.740,0.00000,0.00000
10.760,0.00000,0.00000
10.780,0.00000,0.00000
10.800,0.00000,0.00000
10.820,0.00000,0.00000
10.840,0.00000,0.00000
10.860,0.00000,0.00000
10.880,0.00000,0.00000
10.900,0.00000,0.00000
10.920,0.00000,0.00000
10.940,0.00000,0.00000
10.960,0.00000,0.00000
10.980,0.00000,0.00000
11.000,0.00000,0.00000
11.020,0.00000,0.00000
11.040,0.00000,0.00000
11.060,0.00000,0.00000
11.080,0.00000,0.00000
11.100,0.00000,0.00000
11.120,0.00000,0.00000
11.140,0.00000,0.00000
11.160,0.00000,0.00000
11.180,0.00000,0.00000
11.200,0.00000,0.00000
11.220,0.00000,0.00000
11.240,0.00000,0.00000
11.260,0.00000,0.00000
11.280,0.00000,0.00000
11.300,0.00000,0.00000
11.320,0.00000,0.00000
11.340,0.00000,0.00000
11.360,0.00000,0.00000
11.380,0.00000,0.00000
11.400,0.00000,0.00000
11.420,0.00000,0.00000
11.440,0.00000,0.00000
11.460,0.00000,0.00000
11.480,0.00000,0.00000
11.500,0.00000,0.00000
11.520,0.00000,0.00000
11.540,0.00000,0.00000
11.560,0.00000,0.00000
11.580,0.00000,0.00000
11.600,0.00000,0.00000
11.620,0.00000,0.00000
11.640,0.00000,0.00000
11.660,0.00000,0.00000
11.680,0.00000,0.00000
11.700,0.00000,0.00000
11.720,0.00000,0.00000
11.740,0.00000,0.00000
11.760,0.00000,0.00000
11.780,0.00000,0.00000
11.800,0.00000,0.00000
11.820,0.00000,0.00000
11.840,0.00000,0.00000
11.860,0.00000,0.00000
11.880,0.00000,0.00000
11.900,0.00000,0.00000
11.920,0.00000,0.00000
11.940,0.00000,0.00000
11.960,0.00000,0.00000
11.980,0.00000,0.00000
